3.血清总胆红素&gt;1.5×ULN。	Laboratory Examinations
12、血液白血病细胞比例&gt;30%；	Laboratory Examinations
2、术前血红蛋白浓度（Hb ）&gt;110g/L，红细胞压积（Hct）&gt;30％；	Laboratory Examinations
（4）ECOG评分≤ 2；	Risk Assessment
5.无严重心、肺、肝、肾等重要脏器疾病史	Disease
1.年龄30-60周岁患者	Age
5、治疗随访过程中患儿或家属不能配合者。	Compliance with Protocol
3.腹部CT未发现成块融合的淋巴结转移灶	Disease
5.患者免疫功能不全或有结缔组织病、显性遗传疾病或糖尿病	Disease
（5）东部肿瘤协调组（ECOG）一般状况评分≤2分；	Risk Assessment
5、能够在气管插管全身麻醉下进行介入手术治疗；	Therapy or Surgery
7.脊髓火器或锐器损伤；	Disease
⑴既往有明确病史，符合OSAHS诊断者。	Diagnostic
（2）年龄18-79岁；	Age
7) 受试者必须完成实验方案中列出的所有筛查评估；	Compliance with Protocol
7. 体重指数≥21 kg/m2且&lt;40 kg/m2。	Risk Assessment
3.过去一年里因其他疾病接受过化疗、放疗或免疫抑制治疗的患者	Therapy or Surgery
9.急诊手术；	Therapy or Surgery
1、严重酗酒（女性和女性平均每日饮酒量≥20克）男性≥30克）；	Addictive Behavior
9）有既往肾动脉介入治疗史或接受过肾脏去神经数的患者。	Therapy or Surgery
4.正在服用影响维生素D代谢的药物	Pharmaceutical Substance or Drug
1. 符合小儿急性上呼吸道感染西医诊断标准；	Diagnostic
5） 冠脉搭桥围手术期；	Therapy or Surgery
4．不能理解或表达知情同意者。	Consent
(2) 有向重症急性胰腺炎发展者，即预示性重症急性胰腺炎（predicted severe acute pancreatitis，predicted SAP）诊断标准，在确诊为急性胰腺炎后同时满足以下2条：	Diagnostic
⑤ 不配合研究、中途退出和失访的患者。	Compliance with Protocol
10.严重自身免疫病；	Disease
（5）明显智能障碍、严重认知功能障碍的患者；	Disease
1 择期手术需要全身麻醉的患者	Therapy or Surgery
（3）荧光素染色≥10个着色点；	Laboratory Examinations
2、糖尿病患者（对照组为非糖尿病患者），ASA I-II级。	Disease
8.白细胞计数3000~12000/mm^3; 淋巴细胞计数≥700/mm^3 血红蛋白浓度≥7.5g/dL；血小板计数≥50000/mm^3; AST≤2倍正常值上限；ALT≤2倍正常值上限；血清总胆红素≤1.5mg/dL；血清肌酐≤正常值上限	Laboratory Examinations
1、药物及手术干预无效的严重宫腔粘连或子宫内膜疤痕患者；	Disease
（2）拟施下肢单侧膝关节镜手术、膝关节置换手术病人；	Therapy or Surgery
5. 受试者对雷帕霉素过敏;	Allergy Intolerance
(8)在知情同意取得日之前的3个月内参加过其他临床研究，或者正在参加其他临床研究；	Enrollment in other studies
（1）过去6个月曾发现有前列腺癌、进行盆腔放疗、尿道手术史、尿道感染史；	Disease
3.未接受或未接受超过1个月的多巴胺受体激动剂的治疗；	Pharmaceutical Substance or Drug
1）年龄＜18岁，＞70岁；	Age
17) 心电图检查或实验室检查结果提示有手术禁忌症者；	Diagnostic
2. 患者接受综合肺康复干预(CPR 组)或既无运动康复也无药物干预者(non-CPR组)	Therapy or Surgery
3）既往曾有酒药依赖及急性中毒史的患者；	Addictive Behavior
（2）严重骨缺损需先行骨增量延期植入种植体的患者；	Therapy or Surgery
未涉及胸腔内其他重要器官，完成主要操作时间小于3h；	Organ or Tissue Status
16．病毒性肝炎（包括乙肝和丙肝）、艾滋病抗体及梅毒螺旋体抗体筛选阳性；	Laboratory Examinations
1) 血常规：中性粒细胞绝对计数（ANC）≥1.5×109/L，血小板（PLT）≥100×109/L，血红蛋白（HGB）≥9g/dL；（备注：必须是在获取样本前4周内没有输血的情况下达到这一标准）。	Laboratory Examinations
（7）受试者可以按期复诊；	Compliance with Protocol
3、合并严重的心、肺、脑和精神病等严重原发病；	Disease
②年龄大于18岁；	Age
2 诊断基于MRI检查	Diagnostic
11. 血小板计数在正常值范围内，或异常但无临床意义；	Laboratory Examinations
1、年龄小于18岁；	Age
6.有过敏史/超敏反应史（包括对药物或其赋形剂、食物等过敏）；有对苯并氮杂卓或其衍生物（如贝那普利）的过敏史和特异性反应史	Allergy Intolerance
(14)3个月内参加过其他临床试验者；	Enrollment in other studies
7. 存在股骨头坏死，未行手术治疗者；	Disease
3.患者试验前接受远端胆管及周围区域的放射治疗	Therapy or Surgery
4.甲状腺功能异常	Organ or Tissue Status
②ASA分级I-IV级	Risk Assessment
1)有严重的系统疾病史，特别是高血压病史、血栓病史、长期吸烟史、高脂血症病史或其他可能导致血栓的相关病史。	Disease
3, 签署知情同意书并能配合随访。	Consent
1)血液系统、肝、肾功能异常：入组前4周内WBC&lt;4*109/L, PLT&lt;100*109/L；ALT和/或AST &gt;40U/L; 肌酐清除率小于20 mL/min/1.73m2；	Organ or Tissue Status
（3）受试者自愿参加，需签署知情同意书；	Consent
4.发病48小时内未接受静脉溶栓或血管内治疗患者；	Therapy or Surgery
c.血清肌酐（Cr）≤1.5×ULN或肌酐清除率（CCr）≥60ml/min；	Laboratory Examinations
肾功能不全	Organ or Tissue Status
4) 如病理为胸腺瘤，则需满足T分期&gt;T1b	Diagnostic
2. 患者依从性差，不能进行随访。	Compliance with Protocol
2.心脏B超显示舒张末期心包腔液性暗区宽度≥10mm的患者；	Diagnostic
⑥受试者认真阅读知情同意书后愿意参加本研究并签署知情同意书。	Consent
2.年龄≥40岁	Age
3）同意参与本次调查研究，并签署知情同意书；	Consent
1.年龄40-70岁；	Age
1. 气管插管或气管切开行机械通气患者；	Therapy or Surgery
5.有术前用药	Pharmaceutical Substance or Drug
2. ASA分级I-II级；	Risk Assessment
(2) 正在接受或准备开始化疗的患者；	Therapy or Surgery
2. 急诊手术	Therapy or Surgery
②60岁≤年龄≤80岁；	Age
6．存在严重的肺部疾病(如：限制性肺病、严重肺毁损等）；	Disease
2.对阿片类药物或右美托咪定过敏者；	Allergy Intolerance
13.顺行穿刺股动脉的患者；	Therapy or Surgery
1.严重心功能不全、左心室射血分数＜50;	Organ or Tissue Status
（4）患者知情同意并愿意接受相应治疗；	Consent
7、经内分泌治疗6个月体积仍大于55ml。	Therapy or Surgery
8.预计生存期≥12周；	Life Expectancy
椎管内麻醉穿刺失败的患者。	Therapy or Surgery
（1）年龄大于等于18岁，小于等于42岁；	Age
(5)、年龄在35-75岁之间；	Age
①符合第四届脑血管会议制定的诊断标准，并经头颅CT或MRI检查证实；	Diagnostic
2.符合中国精神障碍分类与诊断标准第3版精神分裂症或情感障碍的诊断标准。	Diagnostic
3. 临床评估拟行常规诊断性支气管镜检查的患者；	Diagnostic
4. 自身免疫性疾病患者或其他免疫缺陷疾病者；	Disease
3、年龄40-75岁；	Age
(2) 年龄≧18 周岁；	Age
12)近3个月或正在参加其他临床研究者；	Enrollment in other studies
11.肾功能：血清肌酐（Cr）≤1.5×ULN，或肌酐清除率≥40 mL/min;	Laboratory Examinations
(1) 可以进行外科肿瘤切除或局部消融者；	Therapy or Surgery
12)肝功能：AST和ALT ≤1.5 倍正常值上限；总胆红素≤正常值上限。	Laboratory Examinations
1、择期行经皮血管内介入治疗的患者；	Therapy or Surgery
(16) 入组前1年内进行过面部强脉冲光治疗；	Therapy or Surgery
6. Berg 平衡量表低于 40 分；	Risk Assessment
3.存在凝血功能障碍者；	Organ or Tissue Status
3、术前超声无淋巴结转移证据。	Diagnostic
7.丙氨酸氨基转移酶（ALT）/天冬氨酸氨基转移酶（AST）&lt;正常3倍。	Laboratory Examinations
（1）依靠临床表现及内镜活检确诊为食管癌；	Diagnostic
患者拒绝或者意愿不强。	Consent
13)心、脑血管严重疾病；	Disease
（5）本次治疗为首程治疗（无盆腹部放疗史，无同步放化疗史）	Therapy or Surgery
（3）正在参加其它临床研究，或在筛选访视前30天内参加过任何其他临床研究治疗的患者。	Enrollment in other studies
12)入组前4周内用过其他研究性药物；	Pharmaceutical Substance or Drug
4）患者及家属不同意配合；	Consent
1、B超与妇科检查诊断或可疑合并子宫肌腺症、子宫内膜异位等疾病者；	Disease
1.既往有膝关节腔穿刺史并进行药物注射；	Pharmaceutical Substance or Drug
3. 六个月内的钡餐证实食管裂孔旁疝或食管憩室	Diagnostic
7)  能够理解并遵守临床方案要求，预计可以完成整个试验过程；	Compliance with Protocol
⑦不能够配合研究者完成检查；	Compliance with Protocol
（1）心律失常；	Disease
?环孢素的谷浓度水平在入组前至少4周维持在50-200ng/mL。	Laboratory Examinations
（3）18-65岁成年病人	Age
1.鹿特丹标准诊断为PCOS	Disease
④近1个月内未使用任何口服药物治疗本病的患者；	Pharmaceutical Substance or Drug
（2）宫颈活检明确诊断为子宫颈鳞状细胞癌；	Disease
(2)第一次复发前接受过异基因造血干细胞移植的患者；	Therapy or Surgery
认知功能：MMSE（文盲）≥18分；MMSE（小学）≥21分；MMSE（中学包括中专）≥23分；MMSE（大学）≥24分。	Risk Assessment
既往未使用过去甲基化等药物，如5氮杂胞苷(5-AZA)及地西他滨(DAC)等；三个月以内未使用过诱导分化的药物，如全反式维甲酸(ATRA)、丙戊酸（VPA）和三氧化二砷（ATO）等；	Pharmaceutical Substance or Drug
（7）患者或其法定代理人未签署书面知情同意书；	Consent
③合并严重肝、肾功能不全者。	Organ or Tissue Status
（3）能签署知情同意书；	Consent
（4）肠胀气超声无法准确测量或者辨别下腔静脉图像患者。	Diagnostic
9)正在使用免疫抑制剂或全身性类固醇治疗（吸入治疗除外；	Therapy or Surgery
4、术前2周使用过影响凝血功能药物的患者	Pharmaceutical Substance or Drug
9.凝血异常	Organ or Tissue Status
（9）不愿意配合研究者；	Consent
（5）患有失语症、失用症、单侧忽略、倾斜综合征；	Disease
既往有严重哮喘、慢性阻塞性肺疾病及其他肺功能严重受限病史的患者；	Disease
1、进入研究前的12个月内接受辅助治疗的；	Therapy or Surgery
1）同时使用其它血液净化法并对试验的评价有影响的患者	Therapy or Surgery
?SGPT/ALT，SGOT/AST 或者总胆红素持续升高，超过正常值2倍以上	Laboratory Examinations
其它系统恶性肿瘤病史；	Disease
1）年龄≥22周岁	Age
（1）使用过任何镇痛镇静药，正在使用其他存在嗜睡、恶心呕吐等副反应的药物；	Pharmaceutical Substance or Drug
3.过敏体质或对本药过敏者。	Allergy Intolerance
6.所有患者无严重的视觉和听觉障碍，无智力障碍和精神疾病史。	Disease
5、有对研究药物或类似结构药物过敏史	Allergy Intolerance
任何实验室检查结果存在具有临床意义的异常情况者；	Laboratory Examinations
17. 已参与其他药物或器械临床研究的患者；	Enrollment in other studies
(5) 有外科性前列腺根除术病史；	Therapy or Surgery
1.足底，腋窝多汗症却没有手汗症；	Disease
(1) aged 18 years or older;	Age
（5）切除或消融后复发的患者；	Therapy or Surgery
3  外科手术失败或切除术后复发者；	Therapy or Surgery
2）年龄20~40岁	Age
1). 不符合原发性骨质疏松症诊断标准者；	Diagnostic
（3）排除外科手术或6个月内来行任何微创治疗	Therapy or Surgery
1)年龄65~75 岁；	Age
5. 长期应用阿片类药物史；	Pharmaceutical Substance or Drug
3.乙肝两对半（乙肝表面抗原，HBsAg；乙肝表面抗体，抗HBs；乙肝e抗原，HBeAg；乙肝e抗体，抗HBe；乙肝核心抗体，抗HBc）检测HBsAg及HBeAg阳性；	Laboratory Examinations
2.对血必净及其成分过敏，或严重过敏体质者	Allergy Intolerance
①严重心肺功能不全；	Organ or Tissue Status
（5）已知对该类药物或试验用药中某味中药过敏者；	Allergy Intolerance
（4）在1个月内出现严重感染者。	Disease
3.根据诊疗指南临床确诊乳腺癌	Diagnostic
②酒精或其它药物滥用者；	Addictive Behavior
2.不愿意进行肺功能测试者	Compliance with Protocol
（4）血糖基本控制，糖化血红蛋白控制在7%以下；	Laboratory Examinations
1.受试者自愿并签署此试验的知情同意书。	Consent
2.40至70岁。	Age
（4）有耳聋家族史的听力正常的个体	Disease
① 心肺疾病	Disease
-FBTG ≥ 1.7 mmol/L; and	Laboratory Examinations
(11)即将或者正在服用大剂量糖皮质激素的患者。	Pharmaceutical Substance or Drug
3)严重精神病患者，痴呆、肿瘤患者；	Disease
4.透析前收缩压大于等于90mmhg;	Laboratory Examinations
7.无过敏史;	Allergy Intolerance
5.器官移植史；	Therapy or Surgery
4.国际前列腺症状评分（I-PSS）≤19分；	Risk Assessment
⑻对泛影葡胺过敏者。	Allergy Intolerance
(4）同意参与调查并签署知情同意书	Consent
5.无法完成治疗计划和随访观察的患者	Compliance with Protocol
（3）支气管哮喘危重患者；	Disease
（1） 可根治性切除的II或III期食管鳞癌患者，而且有必要接受化疗	Therapy or Surgery
长期血液透析。	Therapy or Surgery
?拟行ERCP手术的患者	Therapy or Surgery
3.近三个月内服用过激素类药物，如避孕药、糖皮质激素等(有体外受精-胚胎移植要求者除外)；	Pharmaceutical Substance or Drug
中途要求退出者；	Compliance with Protocol
2周内有其它益生菌应用者	Pharmaceutical Substance or Drug
4.有癫痫或发热惊厥病史患儿、反复呼吸道感染患儿；	Disease
（5）预期生存期＞6月	Life Expectancy
2）肝脏：总胆红素＜1.5倍正常值上限；AST/ALT≤1.5倍正常值上限；乳酸脱氢酶≤1.5 正常值上限；碱性磷酸酶≤5倍正常值上限；	Laboratory Examinations
⑧围术期使用钙通道阻滞剂或者近期服用过镁剂	Pharmaceutical Substance or Drug
10)既往曾有椎管内麻醉史患者，	Therapy or Surgery
⑤健侧近6月内无肩部疼痛或任何肩部疾病史；	Disease
5、精神异常，有癫痫病史	Disease
2、确诊为急性淋巴细胞白血病（ALL），免疫分型为B前体淋巴细胞表型；	Diagnostic
17.对本课题所用药物过敏。	Allergy Intolerance
?根据RECIST标准可测量的疾病	Diagnostic
(4) 中性粒细胞＞1.5×109/L，血小板＞100×109/L，血红蛋白＞9.0g/dl；胆红素正常或 &lt; 1.5 x ULN；AST (SGOT)、ALT (SGPT) &lt; 2.5 x ULN；血清肌酐&lt; 1.5 x ULN；	Laboratory Examinations
7.年龄35～75岁。	Age
①宫颈TCT检查结果为癌、异常腺细胞者；	Disease
1、符合2008年中华医学会呼吸病学分会哮喘学组制定的诊断标准的轻中度哮喘持续期患者。	Diagnostic
3、水疱皮过厚无法挑破的足癣患者	Disease
（5）WBC≥4.0×109/L，中性粒细胞≥1.5×109/L，PLT≥100×109/L， HGB＞100g/L；	Laboratory Examinations
2. 连续三次测得的坐位收缩压相差大于20mmHg 、舒张压相差大于10mmHg；	Laboratory Examinations
14)试验前1年内使用过毒品者；（问诊）	Addictive Behavior
⑤既往未接受速效救心丸治疗者。	Pharmaceutical Substance or Drug
17. 同时参加其他临床研究的患者。	Enrollment in other studies
8.主要器官功能正常，即符合下列表征：	Organ or Tissue Status
3. 对本研究药物过敏者或过敏体质者；	Allergy Intolerance
(1)不符合颈椎病诊断标准及纳入标准者；	Diagnostic
6.合并有心脑血管、肝、肾和造血系统等严重疾病，精神病患儿；	Disease
② WBC≥3.0×109/L；	Laboratory Examinations
5）受试者自愿参加试验，受试者或其法定代表人签署知情同意书。	Consent
5.近1月曾经使用阴道药物治疗者；	Pharmaceutical Substance or Drug
18) 有酗酒和滥用药物史的患者；	Addictive Behavior
(2)年龄为18—70岁；	Age
（5）有过急慢性皮肤病史，或者身体健康状况可能影响试验结果的受试者；	Disease
（1）既往3个月有物质（烟、酒或药物）滥用或依赖；	Addictive Behavior
4.既往有TdP病史	Disease
5）既往有脑出血、蛛网膜下腔出血、脑动静脉畸形或脑动脉瘤、脑肿瘤病史；	Disease
2、术前下肢即有残疾，下肢皮肤溃破，外伤史的患者；	Disease
2.根据《儿童支气管哮喘诊断与防治指南》对哮喘进行确诊	Diagnostic
11. 合并宫颈癌以外的其他原发恶性肿瘤病史（皮肤非恶性黑色素瘤除外）	Disease
肝肾不足：	Organ or Tissue Status
⑤ 初次诊断的哮喘患者或者既往有哮喘病史	Disease
7)左右心功能衰竭、肝功能衰竭、肾功能衰竭等终末期，处于恶病质或恶液质状态患者。	Disease
3.参加其他临床试验患者。	Enrollment in other studies
10.造影剂过敏者。	Allergy Intolerance
9.能合作本研究检查	Compliance with Protocol
6.预期寿命≥3个月；	Life Expectancy
10、严重钙化的病变。	Disease
3.具有血生化检查结果或生化检查结果待出	Laboratory Examinations
④预计生存期&gt;3月；	Life Expectancy
(1)接受活體肝臟捐贈手術之成年人	Therapy or Surgery
1.被CT或MR证实的首次卒中患者	Diagnostic
(2) HIV抗体阳性者；	Laboratory Examinations
4.提供愿意参加研究、顺从随访试验及评估程序的知情同意书；	Consent
5)局麻药过敏者；	Allergy Intolerance
④自愿参加，并签署书面知情同意书者。	Consent
（1）诊断明确的轻度及中度、活动期广泛结肠型（E3）UC患者	Disease
2. 年龄≥18岁;	Age
3.受试者能够阅读和理解知情同意书中的内容，并在进行任何与研究相关的操作前签署试验的知情同意书；	Consent
[2]青光眼病情：早、中期视野损害（MD-0.01 to -6.00或MD-6.01 to-12.00）	Disease
患者或家属不同意加入研究者。	Consent
9、已知的对相关治疗药物过敏；	Allergy Intolerance
2.受试者身高体重指数（BMI）〉30；	Risk Assessment
6.吲哚青绿15分钟清除率 (ICG-R15)&lt;30%	Laboratory Examinations
（5）符合高出血风险患者的定义;	Disease
（4）预期全身麻醉下给予非去极化肌松药；	Therapy or Surgery
5.排除依从性差的患者。	Compliance with Protocol
4. 签署知情同意书。	Consent
（1）因各种原因造成的口内后牙区1-2颗牙缺失拟植入1-2种植体的种植修复的成年患者；	Therapy or Surgery
（1)自行服用其他相关药物从而影响疗效判定者；	Compliance with Protocol
4. 首发或复发急性缺血性卒中、经电子计算机断层扫描或磁共振成像确诊、发病后72h内入院；	Diagnostic
4.签署知情同意书；	Consent
9、影像学检查前6小时之内使用过药物；	Pharmaceutical Substance or Drug
13、有滥用药物或酗酒史。	Addictive Behavior
1.18～35岁	Age
(2)无法签署书面知情同意书者。	Consent
4.有HIV 感染史，重度营养不良者。	Disease
13、有肝肾功能不全患者。	Organ or Tissue Status
2.有神经性膀胱功能失调，尿道狭窄等影响排尿的疾病的患者；	Disease
4.试验前签署书面知情同意书。	Consent
2.ASAI～III 级	Risk Assessment
（6）拒绝签署知情同意书；	Consent
1）不符合创伤性脊柱脊髓损伤诊断标准；	Diagnostic
④体力状况评分(KPS)70分以上。	Risk Assessment
6. Serum bilirubin level &gt; 34 umol/L (&gt;2.0 mg/ dL);	Laboratory Examinations
（8）伤口周围不能实施放血疗法者：例如伤口周围有大血管或神经；面部点刺放血影响美观等情况	Therapy or Surgery
4.存在T315I突变	Laboratory Examinations
1.符合ICD-10中抑郁症的诊断标准；	Diagnostic
4.入组前胎儿经胎儿彩超未提示发育异常及畸形等；	Diagnostic
3)SARA评分步态子项评分≤5分；ICARS评分步态子项≤为7分；	Risk Assessment
1.接受股前外侧皮瓣修复的非口腔癌患者。	Therapy or Surgery
年龄≤30 岁	Age
8.在每一个治疗周期的第-1天，药物筛查结果阳性，如大麻酚类、阿片制剂、可卡因、安非他命、苯二氮卓类药物、或氯胺酮。	Pharmaceutical Substance or Drug
10）在服用研究用药前3个月内服用过研究药品、或参加了药物临床试验；	Enrollment in other studies
1.14日之内曾患有呼吸道感染或急性副鼻窦炎者；胸部X片出现炎症现象者；	Disease
9、患者或其法定代理人自愿并签署知情同意书。	Consent
(5) 对特定食物过敏者，如黑豆等；	Allergy Intolerance
10 签署知情同意书。	Consent
（6）对试验药物有效成分或其辅料过敏；	Allergy Intolerance
2.影像学提示“结节”、“晕轮症”等真菌感染特征；	Diagnostic
7.有吸毒和/或酗酒史（每周饮用14个单位的酒精：1单位=啤酒285 mL，或烈酒25 mL，或葡萄酒1杯）。	Addictive Behavior
3.有糖尿病的患者。	Disease
1.肝硬化、腹水、门脉高压、门脉主干癌栓	Disease
④ 签署临床研究知情同意书。	Consent
慢性肾病或肾功能不全	Organ or Tissue Status
2、肩关节脱位的翻修手术。	Therapy or Surgery
5.有结肠外表现，如皮肤黏膜表现（口腔溃疡、结节性红斑和坏疽性脓皮病）、关节损害（如外周关节炎、脊柱关节炎等）、眼部病变（如虹膜炎、巩膜炎、葡萄膜炎等）、肝胆疾病（如脂肪肝、原发性硬化性胆管炎、胆石症等）、血栓栓塞性疾病者；	Disease
HBV活动性病毒性肝炎，HCV抗体阳性；	Laboratory Examinations
4、凝血功能异常	Organ or Tissue Status
7.如患者术前曾行介入治疗，在入组前治疗需已停止4周以上。	Therapy or Surgery
12.过去 6 周内接受过针刺治疗的患者。	Therapy or Surgery
(5)自愿参加并签署知情同意书。	Consent
(8) 近3个月内参加过或正在参加其他药物临床试验者.	Enrollment in other studies
包膜侵犯肿瘤（T3肿瘤）	Disease
